"1","2","3","4","5","6","7","8","9"
"344","China, Hong Kong SAR","2010","0-4","0","5","125.12","106.863","231.983"
"446","China, Macao SAR","2010","0-4","0","5","11.895","11.071","22.966"
"158","China, Taiwan Province of China","2010","0-4","0","5","504.023","462.133","966.156"
"111","China"
"111","China"
"111","China"
"111","China"
"111","China"
"170","Colombia","2010","0-4","0","5","1959.813","1874.191","3834.004"
"174","Comoros","2010","0-4","0","5","54.373","52.396","106.769"
"178","Congo","2010","0-4","0","5","354.505","348.223","702.728"
"188","Costa Rica","2010","0-4","0","5","181.354","173.093","354.447"
"191","Croatia","2010","0-4","0","5","112.458","106.282","218.74"
"192","Cuba","2010","0-4","0","5","313.319","295.99","609.309"
"531","Cura̤ao","2010","0-4","0","5","4.988","4.775","9.763"
"196","Cyprus","2010","0-4","0","5","33.056","30.947","64.003"
"203","Czechia","2010","0-4","0","5","292.03","276.857","568.887"
"384","C̫te d'Ivoire","2010","0-4","0","5","1676.826","1658.676","3335.502"
"408","Dem. People's Republic of Korea","2010","0-4","0","5","869.089","831.547","1700.636"
"180","Democratic Republic of the Congo","2010","0-4","0","5","6120.121","6014.133","12134.254"
"208","Denmark","2010","0-4","0","5","167.218","158.648","325.866"
"262","Djibouti","2010","0-4","0","5","50.261","41.017","91.278"
"214","Dominican Republic","2010","0-4","0","5","504.854","484.728","989.582"
"218","Ecuador","2010","0-4","0","5","797.572","762.64","1560.212"
"818","Egypt","2010","0-4","0","5","5020.739","4723.683","9744.422"
"222","El Salvador","2010","0-4","0","5","310.016","296.657","606.673"
"226","Equatorial Guinea","2010","0-4","0","5","75.527","73.608","149.135"
"232","Eritrea","2010","0-4","0","5","268.769","257.562","526.331"
"233","Estonia","2010","0-4","0","5","40.023","37.647","77.67"
"748","Eswatini","2010","0-4","0","5","76.618","75.285","151.903"
"231","Ethiopia","2010","0-4","0","5","7217.678","7027.279","14244.957"
"242","Fiji","2010","0-4","0","5","46.209","43.395","89.604"
"246","Finland","2010","0-4","0","5","154.254","147.459","301.713"
"250","France","2010","0-4","0","5","2014.491","1925.224","3939.715"
"254","French Guiana","2010","0-4","0","5","15.56","14.902","30.462"
"258","French Polynesia","2010","0-4","0","5","11.13","10.317","21.447"
"266","Gabon","2010","0-4","0","5","118.065","115.66","233.725"
"270","Gambia","2010","0-4","0","5","160.267","157.237","317.504"
"268","Georgia","2010","0-4","0","5","137.926","123.972","261.898"
"276","Germany","2010","0-4","0","5","1738.816","1651.385","3390.201"
"288","Ghana","2010","0-4","0","5","1829.545","1757.979","3587.524"
"300","Greece","2010","0-4","0","5","282.528","267.639","550.167"
"308","Grenada","2010","0-4","0","5","4.475","4.227","8.702"
"312","Guadeloupe","2010","0-4","0","5","14.307","13.696","28.003"
"316","Guam","2010","0-4","0","5","7.311","6.907","14.218"
"320","Guatemala","2010","0-4","0","5","995.565","952.704","1948.269"
"324","Guinea","2010","0-4","0","5","890.274","881.365","1771.639"
"624","Guinea-Bissau","2010","0-4","0","5","128.311","126.528","254.839"
"328","Guyana","2010","0-4","0","5","36.968","35.971","72.939"
"332","Haiti","2010","0-4","0","5","644.21","618.936","1263.146"
"340","Honduras","2010","0-4","0","5","529.062","507.009","1036.071"
"348","Hungary","2010","0-4","0","5","247.343","235.171","482.514"
"352","Iceland","2010","0-4","0","5","12.108","11.434","23.542"
"356","India","2010","0-4","0","5","67328.204","60884.091","128212.295"
"360","Indonesia","2010","0-4","0","5","11908.298","11264.62","23172.918"
"364","Iran (Islamic Republic of)","2010","0-4","0","5","3200.571","3052.03","6252.601"
"368","Iraq","2010","0-4","0","5","2334.659","2204.978","4539.637"
"372","Ireland","2010","0-4","0","5","181.062","171.938","353"
"376","Israel","2010","0-4","0","5","375.045","356.579","731.624"
"380","Italy","2010","0-4","0","5","1460.439","1377.997","2838.436"
"388","Jamaica","2010","0-4","0","5","117.167","113.386","230.553"
"392","Japan","2010","0-4","0","5","2852.113","2702.031","5554.144"
"400","Jordan","2010","0-4","0","5","511.886","491.697","1003.583"
"398","Kazakhstan","2010","0-4","0","5","818.652","773.347","1591.999"
"404","Kenya","2010","0-4","0","5","3462.109","3390.863","6852.972"
"296","Kiribati","2010","0-4","0","5","7.104","6.867","13.971"
"414","Kuwait","2010","0-4","0","5","140.086","133.548","273.634"
"417","Kyrgyzstan","2010","0-4","0","5","308.909","296.343","605.252"
"428","Latvia","2010","0-4","0","5","57.308","55.209","112.517"
"422","Lebanon","2010","0-4","0","5","189.895","180.864","370.759"
"426","Lesotho","2010","0-4","0","5","125.734","123.987","249.721"
"430","Liberia","2010","0-4","0","5","327.201","314.197","641.398"
"434","Libya","2010","0-4","0","5","328.122","311.497","639.619"
"440","Lithuania","2010","0-4","0","5","75.423","72.116","147.539"
"442","Luxembourg","2010","0-4","0","5","14.791","14.063","28.854"
"450","Madagascar","2010","0-4","0","5","1720.513","1689.572","3410.085"
"454","Malawi","2010","0-4","0","5","1325.479","1306.965","2632.444"
"458","Malaysia","2010","0-4","0","5","1254.53","1185.321","2439.851"
"462","Maldives","2010","0-4","0","5","17.487","16.494","33.981"
"466","Mali","2010","0-4","0","5","1489.273","1438.778","2928.051"
"470","Malta","2010","0-4","0","5","10.027","9.503","19.53"
"474","Martinique","2010","0-4","0","5","12.032","11.413","23.445"
"478","Mauritania","2010","0-4","0","5","280.342","271.209","551.551"
"480","Mauritius","2010","0-4","0","5","41.167","39.617","80.784"
"175","Mayotte","2010","0-4","0","5","17.731","17.241","34.972"
"928","Melanesia","2010","0-4","0","5","639.029","598.131","1237.16"
"484","Mexico","2010","0-4","0","5","5726.778","5476.087","11202.865"
"954","Micronesia","2010","0-4","0","5","28.808","27.48","56.288"
"496","Mongolia","2010","0-4","0","5","143.64","140.253","283.893"
"499","Montenegro","2010","0-4","0","5","20.808","18.92","39.728"
"504","Morocco","2010","0-4","0","5","1632.147","1543.675","3175.822"
"508","Mozambique","2010","0-4","0","5","2094.084","2082.57","4176.654"
"104","Myanmar","2010","0-4","0","5","2495.505","2453.24","4948.745"
"516","Namibia","2010","0-4","0","5","144.2","143.961","288.161"
"524","Nepal","2010","0-4","0","5","1546.869","1475.958","3022.827"
"528","Netherlands","2010","0-4","0","5","477.256","451.748","929.004"
"540","New Caledonia","2010","0-4","0","5","11.11","10.653","21.763"
"554","New Zealand","2010","0-4","0","5","160.354","151.898","312.252"
"558","Nicaragua","2010","0-4","0","5","339.87","325.82","665.69"
"562","Niger","2010","0-4","0","5","1743.072","1680.637","3423.709"
"566","Nigeria","2010","0-4","0","5","14157.089","13538.352","27695.441"
"807","North Macedonia","2010","0-4","0","5","58.215","54.496","112.711"
"578","Norway","2010","0-4","0","5","157.029","148.989","306.018"
"1835","Oceania (excluding Australia and New Zealand)","2010","0-4","0","5","704.952","660.193","1365.145"
"512","Oman","2010","0-4","0","5","150.074","142.946","293.02"
"586","Pakistan","2010","0-4","0","5","12456.064","11566.353","24022.417"
"591","Panama","2010","0-4","0","5","188.282","180.139","368.421"
"598","Papua New Guinea","2010","0-4","0","5","522.96","489.182","1012.142"
"600","Paraguay","2010","0-4","0","5","350.812","335.735","686.547"
"604","Peru","2010","0-4","0","5","1525.952","1478.5","3004.452"
"608","Philippines","2010","0-4","0","5","5641.774","5377.391","11019.165"
"616","Poland","2010","0-4","0","5","1030.41","977.242","2007.652"
"957","Polynesia","2010","0-4","0","5","37.115","34.582","71.697"
"620","Portugal","2010","0-4","0","5","251.315","240.914","492.229"
"630","Puerto Rico","2010","0-4","0","5","116.605","110.833","227.438"
"634","Qatar","2010","0-4","0","5","47.849","45.576","93.425"
"410","Republic of Korea","2010","0-4","0","5","1182.468","1106.47","2288.938"
"498","Republic of Moldova","2010","0-4","0","5","112.996","107.205","220.201"
"642","Romania","2010","0-4","0","5","569.546","539.549","1109.095"
"643","Russian Federation","2010","0-4","0","5","4129.339","3930.934","8060.273"
"646","Rwanda","2010","0-4","0","5","788.929","789.48","1578.409"
"638","R̩union","2010","0-4","0","5","35.983","34.971","70.954"
"662","Saint Lucia","2010","0-4","0","5","5.671","5.524","11.195"
"670","Saint Vincent and the Grenadines","2010","0-4","0","5","4.493","4.516","9.009"
"882","Samoa","2010","0-4","0","5","13.43","12.441","25.871"
"678","Sao Tome and Principe","2010","0-4","0","5","15.042","14.723","29.765"
"682","Saudi Arabia","2010","0-4","0","5","1480.58","1439.327","2919.907"
"686","Senegal","2010","0-4","0","5","1087.966","1059.207","2147.173"
"688","Serbia","2010","0-4","0","5","252.643","236.837","489.48"
"690","Seychelles","2010","0-4","0","5","3.85","3.665","7.515"
"694","Sierra Leone","2010","0-4","0","5","526.634","528.032","1054.666"
"702","Singapore","2010","0-4","0","5","108.641","103.921","212.562"
"703","Slovakia","2010","0-4","0","5","143.393","136.636","280.029"
"705","Slovenia","2010","0-4","0","5","53.707","50.498","104.205"
"90","Solomon Islands","2010","0-4","0","5","41.102","38.532","79.634"
"706","Somalia","2010","0-4","0","5","1141.634","1125.028","2266.662"
"724","Spain","2010","0-4","0","5","1293.064","1209.487","2502.551"
"144","Sri Lanka","2010","0-4","0","5","904.518","883.319","1787.837"
"275","State of Palestine","2010","0-4","0","5","319.429","305.813","625.242"
"729","Sudan","2010","0-4","0","5","2819.685","2738.262","5557.947"
"740","Suriname","2010","0-4","0","5","27.126","25.232","52.358"
"752","Sweden","2010","0-4","0","5","285.793","270.041","555.834"
"756","Switzerland","2010","0-4","0","5","197.342","185.806","383.148"
"760","Syrian Arab Republic","2010","0-4","0","5","1502.298","1440.465","2942.763"
"762","Tajikistan","2010","0-4","0","5","507.913","479.37","987.283"
"764","Thailand","2010","0-4","0","5","2076.56","1957.763","4034.323"
"626","Timor-Leste","2010","0-4","0","5","81.807","79.149","160.956"
"768","Togo","2010","0-4","0","5","533.656","531.555","1065.211"
"776","Tonga","2010","0-4","0","5","7.094","6.656","13.75"
"780","Trinidad and Tobago","2010","0-4","0","5","49.268","47.82","97.088"
"788","Tunisia","2010","0-4","0","5","445.845","414.223","860.068"
"792","Turkey","2010","0-4","0","5","3277.268","3140.479","6417.747"
"795","Turkmenistan","2010","0-4","0","5","271.729","264.294","536.023"
"800","Uganda","2010","0-4","0","5","3164.613","3102.375","6266.988"
"804","Ukraine","2010","0-4","0","5","1226.736","1154.95","2381.686"
"784","United Arab Emirates","2010","0-4","0","5","225.234","216.493","441.727"
"826","United Kingdom","2010","0-4","0","5","1993.924","1904.148","3898.072"
"834","United Republic of Tanzania","2010","0-4","0","5","3998.61","3902.628","7901.238"
"850","United States Virgin Islands","2010","0-4","0","5","3.692","3.735","7.427"
"840","United States of America","2010","0-4","0","5","10682.016","10208.213","20890.229"
"858","Uruguay","2010","0-4","0","5","121.217","115.74","236.957"
"860","Uzbekistan","2010","0-4","0","5","1512.462","1433.415","2945.877"
"548","Vanuatu","2010","0-4","0","5","17.648","16.369","34.017"
"862","Venezuela (Bolivarian Republic of)","2010","0-4","0","5","1482.828","1417.25","2900.078"
"704","Viet Nam","2010","0-4","0","5","3791.444","3418.84","7210.284"
"887","Yemen","2010","0-4","0","5","1844.754","1771.401","3616.155"
"894","Zambia","2010","0-4","0","5","1255.656","1230.352","2486.008"
"716","Zimbabwe","2010","0-4","0","5","1003.778","993.503","1997.281"
"4","Afghanistan","2010","05. Sep","5","5","2423.963","2309.286","4733.249"
"8","Albania","2010","05. Sep","5","5","114.017","100.329","214.346"
"12","Algeria","2010","05. Sep","5","5","1495.882","1434.994","2930.876"
"24","Angola","2010","05. Sep","5","5","1779.509","1800.01","3579.519"
"28","Antigua and Barbuda","2010","05. Sep","5","5","3.45","3.373","6.823"
"32","Argentina","2010","05. Sep","5","5","1805.9","1742.274","3548.174"
"51","Armenia","2010","05. Sep","5","5","94.094","80.985","175.079"
"533","Aruba","2010","05. Sep","5","5","3.613","3.455","7.068"
"36","Australia","2010","05. Sep","5","5","696.508","661.685","1358.193"
"40","Austria","2010","05. Sep","5","5","208.633","198.369","407.002"
"31","Azerbaijan","2010","05. Sep","5","5","343.01","296.194","639.204"
"44","Bahamas","2010","05. Sep","5","5","15.935","16.059","31.994"
"48","Bahrain","2010","05. Sep","5","5","42.662","40.673","83.335"
"50","Bangladesh","2010","05. Sep","5","5","8151.883","7827.678","15979.561"
"52","Barbados","2010","05. Sep","5","5","9.81","9.272","19.082"
"112","Belarus","2010","05. Sep","5","5","224.655","212.817","437.472"
"56","Belgium","2010","05. Sep","5","5","308.338","294.417","602.755"
"84","Belize","2010","05. Sep","5","5","19.782","19.476","39.258"
"204","Benin","2010","05. Sep","5","5","671.571","653.249","1324.82"
"64","Bhutan","2010","05. Sep","5","5","35.906","34.886","70.792"
"68","Bolivia (Plurinational State of)","2010","05. Sep","5","5","595.797","571.682","1167.479"
"70","Bosnia and Herzegovina","2010","05. Sep","5","5","91.044","85.634","176.678"
"72","Botswana","2010","05. Sep","5","5","116.448","114.062","230.51"
"76","Brazil","2010","05. Sep","5","5","8298.351","7981.765","16280.116"
"96","Brunei Darussalam","2010","05. Sep","5","5","17.407","16.507","33.914"
"100","Bulgaria","2010","05. Sep","5","5","164.906","155.433","320.339"
"854","Burkina Faso","2010","05. Sep","5","5","1206.516","1164.167","2370.683"
"108","Burundi","2010","05. Sep","5","5","630.621","626.919","1257.54"
"132","Cabo Verde","2010","05. Sep","5","5","26.292","26.139","52.431"
"116","Cambodia","2010","05. Sep","5","5","758.309","743.648","1501.957"
"120","Cameroon","2010","05. Sep","5","5","1474.906","1453.667","2928.573"
"124","Canada","2010","05. Sep","5","5","930.238","876.318","1806.556"
"148","Chad","2010","05. Sep","5","5","960.836","956.477","1917.313"
"830","Channel Islands","2010","05. Sep","5","5","4.002","3.85","7.852"
"152","Chile","2010","05. Sep","5","5","619.124","596.787","1215.911"
"156","China","2010","05. Sep","5","5","44357.884","38444.848","82802.732"
"344","China, Hong Kong SAR","2010","05. Sep","5","5","131.703","119.851","251.554"
"446","China, Macao SAR","2010","05. Sep","5","5","9.906","9.209","19.115"
"158","China, Taiwan Province of China","2010","05. Sep","5","5","630.595","576.543","1207.138"
"170","Colombia","2010","05. Sep","5","5","2140.305","2048.956","4189.261"
"174","Comoros","2010","05. Sep","5","5","47.378","45.783","93.161"
"178","Congo","2010","05. Sep","5","5","293.967","290.294","584.261"
"188","Costa Rica","2010","05. Sep","5","5","184.542","176.305","360.847"
"191","Croatia","2010","05. Sep","5","5","106.609","100.838","207.447"
"192","Cuba","2010","05. Sep","5","5","338.279","319.812","658.091"
"531","Cura̤ao","2010","05. Sep","5","5","5.371","5.151","10.522"
"196","Cyprus","2010","05. Sep","5","5","33.185","30.919","64.104"
"203","Czechia","2010","05. Sep","5","5","246.172","233.486","479.658"
"384","C̫te d'Ivoire","2010","05. Sep","5","5","1494.554","1492.406","2986.96"
"408","Dem. People's Republic of Korea","2010","05. Sep","5","5","966.175","926.693","1892.868"
"180","Democratic Republic of the Congo","2010","05. Sep","5","5","4885.582","4824.808","9710.39"
"208","Denmark","2010","05. Sep","5","5","167.575","160.565","328.14"
"262","Djibouti","2010","05. Sep","5","5","50.481","41.332","91.813"
"214","Dominican Republic","2010","05. Sep","5","5","501.101","482.133","983.234"
"218","Ecuador","2010","05. Sep","5","5","792.052","758.772","1550.824"
"818","Egypt","2010","05. Sep","5","5","4499.242","4238.311","8737.553"
"222","El Salvador","2010","05. Sep","5","5","325.175","311.555","636.73"
"226","Equatorial Guinea","2010","05. Sep","5","5","60.073","58.571","118.644"
"232","Eritrea","2010","05. Sep","5","5","208.277","200.464","408.741"
"233","Estonia","2010","05. Sep","5","5","33.278","31.564","64.842"
"748","Eswatini","2010","05. Sep","5","5","69.596","69.313","138.909"
"231","Ethiopia","2010","05. Sep","5","5","6672.888","6535.948","13208.836"
"242","Fiji","2010","05. Sep","5","5","42.064","39.145","81.209"
"246","Finland","2010","05. Sep","5","5","146.863","140.548","287.411"
"250","France","2010","05. Sep","5","5","1975.958","1886.531","3862.489"
"254","French Guiana","2010","05. Sep","5","5","13.847","13.227","27.074"
"258","French Polynesia","2010","05. Sep","5","5","11.715","10.905","22.62"
"266","Gabon","2010","05. Sep","5","5","98.534","96.952","195.486"
"270","Gambia","2010","05. Sep","5","5","132.631","130.294","262.925"
"268","Georgia","2010","05. Sep","5","5","119.522","105.487","225.009"
"276","Germany","2010","05. Sep","5","5","1852.259","1763.029","3615.288"
"288","Ghana","2010","05. Sep","5","5","1635.613","1570.38","3205.993"
"300","Greece","2010","05. Sep","5","5","273.426","262.206","535.632"
"308","Grenada","2010","05. Sep","5","5","3.919","3.763","7.682"
"312","Guadeloupe","2010","05. Sep","5","5","15.81","15.013","30.823"
"316","Guam","2010","05. Sep","5","5","7.628","7.204","14.832"
"320","Guatemala","2010","05. Sep","5","5","1005.315","964.187","1969.502"
"324","Guinea","2010","05. Sep","5","5","783.846","773.872","1557.718"
"624","Guinea-Bissau","2010","05. Sep","5","5","107.365","106.79","214.155"
"328","Guyana","2010","05. Sep","5","5","39.755","40.022","79.777"
"332","Haiti","2010","05. Sep","5","5","610.964","591.558","1202.522"
"340","Honduras","2010","05. Sep","5","5","538.004","516.106","1054.11"
"348","Hungary","2010","05. Sep","5","5","248.306","234.284","482.59"
"352","Iceland","2010","05. Sep","5","5","10.85","10.548","21.398"
"356","India","2010","05. Sep","5","5","67487.804","60140.17","127627.974"
"360","Indonesia","2010","05. Sep","5","5","12107.489","11420.244","23527.733"
"364","Iran (Islamic Republic of)","2010","05. Sep","5","5","2901.854","2787.233","5689.087"
"368","Iraq","2010","05. Sep","5","5","2129.981","2016.784","4146.765"
"372","Ireland","2010","05. Sep","5","5","158.104","150.574","308.678"
"376","Israel","2010","05. Sep","5","5","337.924","320.874","658.798"
"380","Italy","2010","05. Sep","5","5","1424.348","1347.26","2771.608"
"388","Jamaica","2010","05. Sep","5","5","126.891","121.323","248.214"
"392","Japan","2010","05. Sep","5","5","2908.811","2756.296","5665.107"
"400","Jordan","2010","05. Sep","5","5","460.833","446.352","907.185"
"398","Kazakhstan","2010","05. Sep","5","5","606.997","575.815","1182.812"
"404","Kenya","2010","05. Sep","5","5","3062.198","3018.367","6080.565"
"296","Kiribati","2010","05. Sep","5","5","5.683","5.288","10.971"
"414","Kuwait","2010","05. Sep","5","5","110.491","105.566","216.057"
"417","Kyrgyzstan","2010","05. Sep","5","5","252.158","242.366","494.524"
"428","Latvia","2010","05. Sep","5","5","50.029","47.818","97.847"
"422","Lebanon","2010","05. Sep","5","5","213.392","209.986","423.378"
"426","Lesotho","2010","05. Sep","5","5","113.519","114.012","227.531"
"430","Liberia","2010","05. Sep","5","5","285.371","275.675","561.046"
"434","Libya","2010","05. Sep","5","5","294.581","279.36","573.941"
"440","Lithuania","2010","05. Sep","5","5","72.169","68.475","140.644"
"442","Luxembourg","2010","05. Sep","5","5","15.49","14.434","29.924"
"450","Madagascar","2010","05. Sep","5","5","1538.782","1526.284","3065.066"
"454","Malawi","2010","05. Sep","5","5","1110.865","1104.866","2215.731"
"458","Malaysia","2010","05. Sep","5","5","1363.571","1281.947","2645.518"
"462","Maldives","2010","05. Sep","5","5","14.296","13.376","27.672"
"466","Mali","2010","05. Sep","5","5","1184.481","1150.163","2334.644"
"470","Malta","2010","05. Sep","5","5","10.014","9.498","19.512"
"474","Martinique","2010","05. Sep","5","5","13.206","13.29","26.496"
"478","Mauritania","2010","05. Sep","5","5","240.029","233.073","473.102"
"480","Mauritius","2010","05. Sep","5","5","48.329","46.504","94.833"
"175","Mayotte","2010","05. Sep","5","5","15.046","14.638","29.684"
"928","Melanesia","2010","05. Sep","5","5","587.498","550.678","1138.176"
"484","Mexico","2010","05. Sep","5","5","5751.096","5549.251","11300.347"
"954","Micronesia","2010","05. Sep","5","5","26.84","25.437","52.277"
"496","Mongolia","2010","05. Sep","5","5","111.133","108.913","220.046"
"499","Montenegro","2010","05. Sep","5","5","20.672","18.753","39.425"
"504","Morocco","2010","05. Sep","5","5","1555.808","1479.407","3035.215"
"508","Mozambique","2010","05. Sep","5","5","1797.124","1805.817","3602.941"
"104","Myanmar","2010","05. Sep","5","5","2628.792","2601.438","5230.23"
"516","Namibia","2010","05. Sep","5","5","124.804","125.271","250.075"
"524","Nepal","2010","05. Sep","5","5","1703.518","1598.738","3302.256"
"528","Netherlands","2010","05. Sep","5","5","516.093","488.525","1004.618"
"540","New Caledonia","2010","05. Sep","5","5","10.766","10.351","21.117"
"554","New Zealand","2010","05. Sep","5","5","146.965","139.957","286.922"
"558","Nicaragua","2010","05. Sep","5","5","329.21","312.95","642.16"
"562","Niger","2010","05. Sep","5","5","1365.009","1318.892","2683.901"
"566","Nigeria","2010","05. Sep","5","5","11733.373","11275.042","23008.415"
"807","North Macedonia","2010","05. Sep","5","5","63.257","60.104","123.361"
"578","Norway","2010","05. Sep","5","5","151.872","145.701","297.573"
"1835","Oceania (excluding Australia and New Zealand)","2010","05. Sep","5","5","650.596","609.907","1260.503"
"512","Oman","2010","05. Sep","5","5","123.427","117.343","240.77"
"586","Pakistan","2010","05. Sep","5","5","11631.517","10692.129","22323.646"
"591","Panama","2010","05. Sep","5","5","179.212","172.108","351.32"
"598","Papua New Guinea","2010","05. Sep","5","5","482.838","452.787","935.625"
"600","Paraguay","2010","05. Sep","5","5","343.459","328.944","672.403"
"604","Peru","2010","05. Sep","5","5","1458.727","1398.271","2856.998"
"608","Philippines","2010","05. Sep","5","5","5471.09","5113.09","10584.18"
"616","Poland","2010","05. Sep","5","5","920.383","873.005","1793.388"
"957","Polynesia","2010","05. Sep","5","5","36.258","33.792","70.05"
"620","Portugal","2010","05. Sep","5","5","272.206","258.829","531.035"
"630","Puerto Rico","2010","05. Sep","5","5","127.073","116.85","243.923"
"634","Qatar","2010","05. Sep","5","5","40.853","38.928","79.781"
"410","Republic of Korea","2010","05. Sep","5","5","1317.357","1198.907","2516.264"
"498","Republic of Moldova","2010","05. Sep","5","5","108.287","101.568","209.855"
"642","Romania","2010","05. Sep","5","5","528.547","501.539","1030.086"
"643","Russian Federation","2010","05. Sep","5","5","3544.759","3376.615","6921.374"
"646","Rwanda","2010","05. Sep","5","5","685.08","688.963","1374.043"
"638","R̩union","2010","05. Sep","5","5","36.738","35.37","72.108"
"662","Saint Lucia","2010","05. Sep","5","5","6.658","6.58","13.238"
"670","Saint Vincent and the Grenadines","2010","05. Sep","5","5","4.376","4.273","8.649"
"882","Samoa","2010","05. Sep","5","5","12.022","11.338","23.36"
"678","Sao Tome and Principe","2010","05. Sep","5","5","13.56","13.313","26.873"
"682","Saudi Arabia","2010","05. Sep","5","5","1350.317","1313.244","2663.561"
"686","Senegal","2010","05. Sep","5","5","907.728","888.064","1795.792"
"688","Serbia","2010","05. Sep","5","5","269.886","254.041","523.927"
"690","Seychelles","2010","05. Sep","5","5","3.359","3.229","6.588"
"694","Sierra Leone","2010","05. Sep","5","5","455.262","457.179","912.441"
"702","Singapore","2010","05. Sep","5","5","122.018","115.433","237.451"
"703","Slovakia","2010","05. Sep","5","5","133.617","127.183","260.8"
"705","Slovenia","2010","05. Sep","5","5","46.046","43.315","89.361"
"90","Solomon Islands","2010","05. Sep","5","5","36.904","34.579","71.483"
"706","Somalia","2010","05. Sep","5","5","955.011","946.893","1901.904"
"724","Spain","2010","05. Sep","5","5","1146.878","1083.388","2230.266"
"144","Sri Lanka","2010","05. Sep","5","5","869.632","859.765","1729.397"
"275","State of Palestine","2010","05. Sep","5","5","283.7","272.203","555.903"
"729","Sudan","2010","05. Sep","5","5","2511.711","2447.831","4959.542"
"740","Suriname","2010","05. Sep","5","5","27.032","25.125","52.157"
"752","Sweden","2010","05. Sep","5","5","260.494","247.138","507.632"
"756","Switzerland","2010","05. Sep","5","5","194.827","183.373","378.2"
"760","Syrian Arab Republic","2010","05. Sep","5","5","1328.882","1270.642","2599.524"
"762","Tajikistan","2010","05. Sep","5","5","424.853","402.359","827.212"
"764","Thailand","2010","05. Sep","5","5","2167.792","2057.418","4225.21"
"626","Timor-Leste","2010","05. Sep","5","5","81.871","79.659","161.53"
"768","Togo","2010","05. Sep","5","5","457.885","456.529","914.414"
"776","Tonga","2010","05. Sep","5","5","6.834","6.216","13.05"
"780","Trinidad and Tobago","2010","05. Sep","5","5","45.867","44.632","90.499"
"788","Tunisia","2010","05. Sep","5","5","411.184","380.884","792.068"
"792","Turkey","2010","05. Sep","5","5","3308.581","3177.699","6486.28"
"795","Turkmenistan","2010","05. Sep","5","5","249.737","243.855","493.592"
"800","Uganda","2010","05. Sep","5","5","2650.577","2616.021","5266.598"
"804","Ukraine","2010","05. Sep","5","5","1007.478","950.419","1957.897"
"784","United Arab Emirates","2010","05. Sep","5","5","180.071","172.938","353.009"
"826","United Kingdom","2010","05. Sep","5","5","1801.521","1717.424","3518.945"
"834","United Republic of Tanzania","2010","05. Sep","5","5","3324.935","3263.516","6588.451"
"850","United States Virgin Islands","2010","05. Sep","5","5","3.681","3.452","7.133"
"840","United States of America","2010","05. Sep","5","5","10560.883","10093.069","20653.952"
"858","Uruguay","2010","05. Sep","5","5","127.332","122.038","249.37"
"860","Uzbekistan","2010","05. Sep","5","5","1305.248","1245.233","2550.481"
